code departement,ABCDE_H,ABCDE_F,ABCDE,ABC_FR,ABC_E,ABC_2649,ABC_DUR2,ABC_25,A_F
62,3150,2590,5740,4859,280,2912,884,1142,1401
62,3150,2801,5951,4977,237,2993,872,1098,1481
62,3159,2656,5815,4524,582,3204,845,865,1443
62,3234,2654,5888,5037,327,3073,867,1150,1406
62,3246,2913,6159,5288,219,3219,929,1134,1616
62,3264,2719,5983,5151,310,3098,835,1242,1489
62,3313,2948,6261,4851,623,3370,857,946,1528
62,3384,2924,6308,4932,618,3373,844,994,1524
62,3522,3078,6600,5185,619,3610,953,999,1660
62,3763,3443,7206,6055,258,3568,1043,1336,1788
62,3778,3349,7127,6049,273,3566,990,1367,1763
62,3783,3346,7129,6099,259,3571,1034,1394,1780
62,3830,3482,7312,6156,251,3616,1069,1369,1822
62,3882,3580,7462,6404,244,3825,1120,1367,1960
62,3973,3618,7591,6548,235,3897,1196,1410,2000
62,4935,3917,8852,7575,382,4543,1288,1742,2132
62,4959,4015,8974,7728,436,4665,1223,1785,2167
62,5030,4035,9065,7853,423,4707,1325,1850,2232
62,5519,4820,10339,8824,321,5108,1504,1969,2649
62,5530,4778,10308,8875,337,5157,1381,1956,2624
62,5700,4908,10608,9111,295,5302,1445,1995,2806
63,698,907,1605,1363,93,879,243,239,425
63,742,926,1668,1408,102,912,238,240,453
63,769,922,1691,1436,108,919,269,236,470
63,832,818,1650,1289,164,802,214,255,445
63,835,812,1647,1281,176,798,252,255,454
63,851,822,1673,1282,170,777,199,269,424
63,7970,7586,15556,11076,3057,8773,2328,2453,3990
63,8185,7907,16092,11637,2926,9084,2328,2561,4195
63,8300,7846,16146,11542,3184,8900,2314,2783,4280
64,3012,3206,6218,4624,741,3339,894,798,1465
64,3091,3198,6289,4816,749,3484,966,883,1516
64,3159,3307,6466,4814,745,3366,1006,878,1614
64,4166,4364,8530,6070,1397,4416,1279,1160,2111
64,4304,4271,8575,6093,1429,4473,1201,1183,2161
64,4346,4539,8885,6512,1427,4686,1336,1284,2271
65,1307,1371,2678,1809,655,1247,282,259,986
65,1357,1411,2768,1898,726,1366,239,313,1054
65,1375,1429,2804,1851,763,1347,221,331,1053
65,2860,2865,5725,4296,763,2867,847,827,1627
65,2932,3034,5966,4495,759,2980,902,904,1746
65,2972,2875,5847,4360,802,2871,891,958,1635
65,3098,3153,6251,4736,798,3129,913,903,1773
65,3174,3311,6485,4936,786,3233,977,980,1889
65,3198,3173,6371,4786,827,3106,963,1031,1781
66,763,791,1554,1126,319,804,171,226,464
66,765,762,1527,1092,290,795,187,239,498
66,768,786,1554,1104,333,786,203,273,490
66,9450,8135,17585,12654,3221,9270,2520,2458,5068
66,9509,8292,17801,12742,3390,9228,2531,2519,5119
66,9605,8335,17940,13074,3002,9502,2650,2463,5211
67,641,615,1256,883,220,653,165,185,328
67,653,609,1262,879,218,638,191,195,318
67,661,703,1364,1014,269,742,194,240,396
67,693,588,1281,876,221,608,208,206,307
67,700,715,1415,1032,275,766,220,246,394
67,702,727,1429,1065,286,786,217,289,394
67,931,990,1921,1403,358,1122,339,289,542
67,1023,980,2003,1425,376,1143,324,289,532
67,1089,1101,2190,1664,328,1215,338,300,598
67,1107,1094,2201,1546,442,1264,371,288,618
67,1119,1163,2282,1758,336,1318,375,335,648
67,1136,1027,2163,1506,479,1200,315,294,595
67,1191,1154,2345,1787,345,1264,366,348,651
67,1199,992,2191,1519,487,1238,354,305,571
67,1238,1047,2285,1590,506,1254,350,334,634
67,1617,1657,3274,2616,410,1802,530,536,858
67,1664,1681,3345,2564,444,1731,517,566,849
67,1795,1739,3534,2735,452,1835,593,603,903
67,2246,2030,4276,2941,974,2481,685,584,1184
67,2249,1959,4208,2812,1011,2426,704,532,1132
67,2355,2027,4382,2928,1087,2519,729,587,1225
67,3385,2986,6371,4318,1490,3626,1019,826,1727
67,3445,3022,6467,4460,1461,3719,1039,889,1755
67,3593,3074,6667,4518,1593,3773,1079,921,1859
67,17582,15299,32881,21709,7981,19018,4928,4187,8622
67,17928,15663,33591,22551,8071,19784,5137,4357,9110
67,18600,16083,34683,22860,8623,19999,5428,4626,9634
68,543,522,1065,867,123,573,173,172,266
68,563,528,1091,873,124,574,148,181,285
68,595,551,1146,937,119,600,159,176,317
68,694,683,1377,1111,140,734,223,201,377
68,753,680,1433,1167,138,773,247,215,382
68,757,737,1494,1222,157,810,251,249,444
68,1322,1052,2374,1558,668,1357,358,286,649
68,1357,1103,2460,1559,762,1443,405,295,718
68,1518,1214,2732,1747,839,1572,481,340,815
68,3631,3376,7007,5015,1365,3856,1040,962,1829
68,3733,3505,7238,5243,1359,4038,1183,1024,1888
68,3960,3538,7498,5339,1467,4096,1221,1062,2087
68,9232,7008,16240,10307,4548,9124,2491,2222,4411
68,9324,6998,16322,10546,4434,9341,2600,2189,4401
68,9680,7175,16855,10645,4781,9346,2637,2302,4631
68,10047,7761,17808,11507,4786,9968,2750,2476,4839
68,10148,7785,17933,11785,4675,10253,2852,2411,4860
68,10574,7997,18571,11949,5046,10266,2942,2562,5109
69,340,342,682,490,112,351,100,102,193
69,346,325,671,487,110,339,97,83,174
69,359,331,690,505,96,342,110,94,186
69,413,437,850,683,89,461,150,124,217
69,415,451,866,698,90,469,162,141,223
69,416,504,920,682,134,466,123,167,245
69,455,494,949,709,131,497,142,134,244
69,455,517,972,733,120,520,133,149,264
69,482,478,960,776,93,510,168,152,240
69,483,484,967,733,127,487,138,168,244
69,578,732,1310,970,178,664,218,206,341
69,603,548,1151,885,154,561,211,189,277
69,609,599,1208,927,148,576,195,206,323
69,629,560,1189,903,158,584,163,193,269
69,646,517,1163,821,242,660,182,177,291
69,656,538,1194,870,220,681,202,195,316
69,664,765,1429,1085,189,712,233,244,360
69,674,540,1214,861,254,682,206,196,294
69,733,825,1558,1203,186,843,244,209,426
69,743,814,1557,1242,172,829,254,211,440
69,771,836,1607,1257,165,813,263,231,447
69,1379,1209,2588,1499,834,1532,402,337,696
69,1390,1539,2929,2224,471,1630,497,436,852
69,1420,1250,2670,1781,600,1377,447,407,722
69,1426,1263,2689,1770,639,1385,406,408,741
69,1431,1259,2690,1810,589,1438,414,401,730
69,1431,1541,2972,2259,442,1627,480,463,822
69,1469,1241,2710,1647,835,1632,475,371,716
69,1477,1610,3087,2357,443,1657,514,502,841
69,1485,1519,3004,2286,473,1605,470,492,876
69,1491,1630,3121,2374,479,1696,500,490,854
69,1497,1258,2755,1549,940,1618,478,343,752
69,1534,1733,3267,2538,459,1760,549,542,992
69,1679,1705,3384,2499,594,1983,575,457,848
69,1690,1685,3375,2502,603,1995,536,460,882
69,1728,1742,3470,2562,599,2015,561,490,946
69,1745,1566,3311,2252,758,1808,532,478,899
69,1774,1625,3399,2325,787,1909,578,503,920
69,1817,1653,3470,2326,808,1924,574,463,986
69,2238,1964,4202,2807,967,2316,633,594,1101
69,2346,1962,4308,2924,965,2381,683,623,1100
69,2401,2035,4436,2968,1025,2415,691,643,1181
69,2430,2111,4541,3114,931,2458,737,680,1170
69,2437,2193,4630,3157,928,2519,720,668,1154
69,2445,2200,4645,3179,959,2522,726,712,1282
69,2492,2592,5084,3522,1002,2843,774,712,1434
69,2551,2529,5080,3641,936,2855,848,775,1381
69,2626,2672,5298,3671,1085,2956,872,769,1543
69,2898,2618,5516,3838,1056,2939,884,817,1409
69,2910,2692,5602,3891,1051,3021,877,809,1391
69,2962,2724,5686,3975,1085,3043,914,865,1560
69,3568,3121,6689,4352,1757,3758,1135,994,1851
69,3738,3205,6943,4468,1882,3962,1135,983,2013
69,3769,3269,7038,4559,1857,3994,1118,1034,1975
69,5033,4150,9183,6028,2494,5403,1519,1335,2585
69,5159,4234,9393,6106,2537,5512,1531,1390,2540
69,5300,4331,9631,6330,2638,5604,1555,1473,2759
69,5806,5085,10891,7159,2724,6074,1768,1588,2952
69,6115,5231,11346,7483,2822,6375,1801,1657,3075
69,6139,5240,11379,7436,2907,6377,1826,1626,3194
69,6412,5359,11771,7527,3328,6935,1921,1672,3281
69,6628,5475,12103,7753,3372,7144,2006,1761,3256
69,6797,5589,12386,7879,3578,7222,2033,1816,3511
69,9125,8607,17732,12146,3769,10142,2750,2499,4615
69,9328,8754,18082,12611,3744,10545,2824,2522,4765
69,9786,9283,19069,13187,4049,10969,3078,2812,5374
69,26910,26294,53204,39182,8625,31540,8025,6963,13939
69,27312,26635,53947,40053,8738,32518,8517,7129,14124
69,29208,27819,57027,41896,9546,33365,8855,8076,15564
69,31943,30444,62387,45210,11119,36943,9544,8298,16524
69,32471,30869,63340,46159,11275,38030,10048,8519,16664
69,34508,32150,66658,48226,12184,38969,10410,9549,18323
70,338,320,658,530,44,304,121,125,164
70,347,324,671,534,53,308,114,125,145
70,364,340,704,541,55,302,105,131,172
70,394,387,781,636,60,407,141,102,220
70,431,408,839,681,69,408,146,140,225
70,445,391,836,685,50,417,121,137,224
70,514,492,1006,760,125,531,151,153,256
70,536,505,1041,814,108,511,170,190,268
70,537,610,1147,974,68,589,194,196,310
70,556,532,1088,847,113,546,187,190,279
70,588,581,1169,963,66,594,164,182,284
70,649,621,1270,1054,68,651,202,195,332
70,948,890,1838,1424,222,964,253,291,468
70,974,820,1794,1371,227,940,275,264,411
70,1003,860,1863,1405,263,962,293,310,441
71,159,142,301,243,27,137,47,50,79
71,159,147,306,253,32,154,46,52,77
71,164,135,299,237,35,152,46,48,69
71,704,749,1453,1139,176,691,190,238,359
71,709,723,1432,1156,166,715,216,231,372
71,731,766,1497,1202,176,724,225,252,366
71,1038,1022,2060,1648,207,1022,311,325,540
71,1043,962,2005,1607,213,1035,292,309,498
71,1072,948,2020,1651,207,1069,291,314,493
71,1148,1208,2356,1864,273,1189,352,362,595
71,1170,1177,2347,1888,246,1168,399,369,591
71,1228,1157,2385,1888,288,1161,353,397,586
71,2359,2226,4585,3225,1002,2568,759,769,1146
71,2404,2225,4629,3151,1103,2547,782,745,1132
71,2479,2284,4763,3241,1162,2581,770,810,1154
71,2749,2738,5487,4021,949,3001,788,773,1379
71,2796,2752,5548,4116,940,3062,834,779,1443
71,2911,2789,5700,4199,1035,3151,893,819,1470
72,651,763,1414,1027,252,749,214,246,402
72,678,759,1437,1065,246,746,210,263,407
72,689,730,1419,1043,253,740,193,264,424
72,774,844,1618,1161,319,858,229,335,369
72,779,858,1637,1188,301,891,234,312,351
72,802,795,1597,1143,323,855,248,314,357
72,9613,10155,19768,14208,3520,10656,2733,3341,5450
72,9705,10230,19935,14522,3406,10884,2868,3310,5506
72,9755,10343,20098,14468,3469,10640,2896,3370,5710
72,10099,10780,20879,14986,3760,11233,2900,3560,5806
72,10198,10858,21056,15323,3625,11500,3038,3501,5858
72,10260,10971,21231,15275,3709,11230,3062,3583,6077
73,858,898,1756,1161,423,924,293,248,414
73,874,892,1766,1190,409,943,263,250,390
73,995,957,1952,1327,475,1024,398,304,517
73,1475,1593,3068,2318,396,1591,443,425,805
73,1518,1598,3116,2279,467,1576,479,412,813
73,1701,1656,3357,2458,494,1713,514,444,921
73,3296,2813,6109,4034,1223,3283,910,769,1423
73,3298,2923,6221,4229,1197,3384,910,856,1527
73,3550,2986,6536,4403,1345,3551,1054,909,1589
74,537,667,1204,896,198,644,181,183,331
74,584,662,1246,931,199,699,224,173,336
74,650,658,1308,932,286,820,238,138,446
74,665,620,1285,862,356,777,251,108,445
74,667,679,1346,951,318,849,275,163,476
74,700,711,1411,1019,233,782,234,191,343
74,729,570,1299,858,345,766,217,100,398
74,789,767,1556,1123,346,1022,305,163,563
74,867,653,1520,996,449,920,339,135,462
74,1064,1164,2228,1443,561,1176,368,335,571
74,1107,1113,2220,1427,570,1180,372,334,559
74,1258,1189,2447,1545,613,1278,409,362,612
74,1883,1831,3714,2761,585,2093,613,481,1014
74,1936,1858,3794,2775,628,2037,668,530,1039
74,2205,2049,4254,3162,692,2342,768,554,1214
74,2273,2112,4385,2845,1164,2756,794,461,1379
74,2402,2141,4543,3038,1231,2853,791,512,1431
74,2832,2475,5307,3461,1484,3372,1077,608,1734
75,110038,106838,216876,153168,44853,123353,31665,17049,61664
75,111806,108291,220097,156067,46614,127247,32838,17456,62595
75,119287,114618,233905,163635,49585,131309,34397,21056,69824
76,361,371,732,597,55,364,107,126,182
76,366,369,735,593,68,365,105,127,176
76,388,392,780,636,71,378,129,147,188
76,545,656,1201,1043,25,599,180,236,275
76,552,611,1163,1016,22,572,183,216,271
76,586,654,1240,968,146,666,194,210,345
76,596,588,1184,916,168,653,168,195,317
76,600,612,1212,936,168,635,170,200,340
76,603,620,1223,1110,37,618,168,290,290
76,603,629,1232,966,156,655,189,211,342
76,606,559,1165,906,171,658,180,187,292
76,606,620,1226,964,164,666,179,207,326
76,630,677,1307,1142,25,644,209,256,302
76,633,625,1258,1121,46,634,192,285,297
76,635,623,1258,1148,45,639,184,307,339
76,730,675,1405,1118,152,769,214,230,394
76,730,691,1421,1155,162,774,176,253,382
76,738,767,1505,1175,215,813,233,274,409
76,750,805,1555,1220,201,827,224,281,407
76,762,685,1447,1148,164,798,228,229,393
76,777,802,1579,1211,204,810,233,288,438
76,778,822,1600,1297,153,851,223,294,442
76,785,818,1603,1332,146,871,230,295,451
76,856,799,1655,1373,161,910,275,308,411
76,1021,973,1994,1470,380,1044,320,408,550
76,1026,902,1928,1406,349,995,281,370,483
76,1047,933,1980,1436,376,1029,272,392,515
76,1083,1121,2204,1938,40,1055,281,412,610
76,1085,1145,2230,1953,39,1057,288,428,582
76,1229,1259,2488,2220,46,1206,393,510,716
76,1440,1277,2717,2078,411,1444,437,510,729
76,1455,1323,2778,2095,395,1453,447,518,756
76,1484,1285,2769,2144,408,1510,512,516,757
76,1605,1586,3191,2277,685,1792,467,513,853
76,1638,1615,3253,2295,681,1754,474,578,901
76,1673,1677,3350,2400,680,1888,486,540,911
76,1964,1687,3651,2527,812,1988,511,580,971
76,2016,1971,3987,3382,222,1954,529,712,1052
76,2023,1712,3735,2552,888,2051,578,624,959
76,2028,1697,3725,2558,862,2065,514,598,987
76,2057,2002,4059,3491,200,2020,623,736,1131
76,2100,1999,4099,3567,228,2051,615,779,1170
76,3599,3406,7005,5042,1421,3860,1010,1095,1940
76,3723,3413,7136,5135,1455,4019,1079,1121,1880
76,3727,3359,7086,5070,1483,3982,997,1103,1896
76,7504,6592,14096,9793,2758,7846,2054,2243,3608
76,7530,6539,14069,9716,2830,7778,2083,2288,3633
76,7796,6933,14729,10296,2831,8188,2157,2354,3793
76,7811,6871,14682,10196,2899,8110,2173,2372,3799
76,7817,6662,14479,9950,2993,7931,2121,2388,3784
76,8096,6998,15094,10413,3066,8247,2190,2476,3964
76,11469,10720,22189,17191,2925,11629,3090,3862,5946
76,11795,10858,22653,17466,3034,11891,3207,3912,6045
76,12021,11121,23142,18214,3040,12453,3398,4021,6261
77,453,549,1002,729,191,566,161,154,347
77,455,558,1013,755,192,578,179,155,346
77,482,571,1053,756,201,569,146,164,361
77,573,614,1187,811,262,652,182,153,345
77,593,650,1243,885,254,700,220,157,368
77,602,763,1365,1013,210,697,206,207,443
77,647,782,1429,1100,203,778,238,223,457
77,652,795,1447,1083,211,724,249,230,499
77,675,679,1354,939,254,653,215,193,384
77,680,648,1328,925,264,652,210,207,348
77,680,688,1368,934,286,769,244,187,403
77,703,694,1397,981,222,711,196,196,417
77,713,773,1486,1071,307,846,250,216,461
77,718,696,1414,998,211,721,212,215,416
77,726,708,1434,993,267,716,222,209,434
77,731,783,1514,1066,324,838,224,201,452
77,756,844,1600,1118,366,868,237,237,549
77,766,871,1637,1057,435,913,288,240,485
77,779,837,1616,1094,399,943,298,228,458
77,808,748,1556,1062,255,759,223,232,468
77,862,801,1663,1133,353,856,272,274,452
77,862,920,1782,1176,461,1012,298,285,511
77,878,836,1714,1172,374,896,319,260,468
77,920,963,1883,1342,379,1029,338,272,522
77,938,948,1886,1342,368,1020,267,288,525
77,1002,927,1929,1254,444,1003,333,274,541
77,1075,1206,2281,1622,489,1294,398,323,715
77,1086,1094,2180,1425,572,1212,326,302,612
77,1094,1022,2116,1481,427,1135,308,325,604
77,1108,1143,2251,1546,515,1280,332,289,699
77,1121,1103,2224,1460,576,1211,367,305,613
77,1148,1182,2330,1517,588,1253,363,354,730
77,1149,1174,2323,1389,760,1349,399,316,690
77,1151,1197,2348,1382,753,1354,405,322,661
77,1226,1256,2482,1464,806,1430,417,351,718
77,1249,1289,2538,1696,595,1412,437,360,810
77,1291,1379,2670,1676,807,1583,444,376,935
77,1319,1302,2621,1664,764,1575,484,349,892
77,1361,1483,2844,1717,863,1611,466,403,999
77,1399,1409,2808,1901,682,1543,514,479,830
77,1408,1451,2859,1900,728,1570,515,473,885
77,1474,1324,2798,1479,1070,1644,438,341,782
77,1561,1570,3131,2098,775,1723,549,536,943
77,1594,1307,2901,1543,1140,1749,469,383,721
77,1639,1375,3014,1537,1206,1728,481,405,822
77,1743,1683,3426,2293,817,1905,539,411,971
77,1799,1712,3511,2363,852,2041,605,391,1025
77,1939,1875,3814,2484,921,2080,648,491,1189
77,2329,2433,4762,3134,1160,2639,755,622,1453
77,2438,2473,4911,3285,1239,2788,824,694,1492
77,2471,2340,4811,2764,1679,2890,815,681,1419
77,2519,2365,4884,2758,1708,2906,780,683,1422
77,2574,2699,5273,3425,1316,2917,810,714,1719
77,2763,2652,5415,3005,1956,3187,900,807,1652
77,3158,3212,6370,4168,1731,3691,1054,906,1980
77,3230,3228,6458,4280,1679,3725,1178,966,2022
77,3477,3404,6881,4459,1778,3841,1096,1036,2179
77,3620,3514,7134,4153,2439,4239,1214,997,2109
77,3670,3562,7232,4140,2461,4260,1185,1005,2083
77,3989,3908,7897,4469,2762,4617,1317,1158,2370
78,351,366,717,497,151,395,92,80,229
78,364,373,737,514,162,406,122,80,229
78,370,282,652,381,221,381,111,76,170
78,378,318,696,428,210,393,113,102,179
78,396,289,685,409,228,407,113,88,180
78,400,414,814,564,161,419,130,102,274
78,432,426,858,588,178,441,132,83,218
78,452,439,891,627,184,481,144,99,245
78,496,488,984,706,192,524,165,125,287
78,535,537,1072,649,331,602,159,139,344
78,609,543,1152,737,334,651,209,174,353
78,617,685,1302,970,215,732,223,176,392
78,621,600,1221,772,340,665,222,186,379
78,631,648,1279,940,224,703,227,167,357
78,738,735,1473,1049,283,822,234,198,427
78,972,906,1878,1100,639,1169,322,217,558
78,1007,999,2006,1407,404,1144,299,256,553
78,1010,957,1967,1142,666,1207,339,220,585
78,1030,1028,2058,1486,421,1234,348,262,562
78,1093,1056,2149,1386,588,1269,331,291,640
78,1110,1158,2268,1566,480,1270,354,322,703
78,1117,1248,2365,1553,540,1291,359,298,699
78,1119,1226,2345,1651,451,1361,352,272,696
78,1119,1258,2377,1685,460,1381,362,289,712
78,1123,1036,2159,1339,653,1277,310,296,647
78,1129,1072,2201,1241,761,1356,337,245,646
78,1152,1212,2364,1586,543,1307,410,304,679
78,1255,1127,2382,1449,762,1428,347,323,720
78,1265,1241,2506,1655,651,1490,397,339,762
78,1270,1345,2615,1762,553,1480,433,340,783
78,1294,1279,2573,1742,652,1562,421,352,815
78,1300,1316,2616,1716,609,1410,427,370,770
78,1427,1334,2761,1793,754,1652,425,365,847
78,1715,1902,3617,2297,1001,2162,582,380,1142
78,1753,1877,3630,2222,1042,2108,569,438,1157
78,1955,1994,3949,2340,1188,2277,591,449,1228
78,2173,1862,4035,2510,1254,2387,667,527,1171
78,2184,1884,4068,2521,1272,2387,666,532,1186
78,2353,2021,4374,2652,1416,2570,721,578,1272
78,2423,2332,4755,3028,1346,2664,744,511,1464
78,2450,2285,4735,3037,1277,2562,713,545,1394
78,2565,2497,5062,3178,1407,2721,849,607,1598
78,2854,2058,4912,2732,1886,2963,853,639,1358
78,2865,2018,4883,2599,1979,2919,804,615,1344
78,3136,2139,5275,2816,2114,3139,790,719,1458
78,3522,2769,6291,3779,2071,3665,948,836,1811
78,3578,2895,6473,3918,2104,3833,1126,845,1916
78,3656,2888,6544,3840,2171,3730,996,869,1941
79,516,589,1105,836,172,563,178,195,296
79,669,795,1464,1108,183,709,214,233,310
79,711,835,1546,1172,201,738,240,269,378
79,935,876,1811,1296,330,928,261,345,361
79,973,861,1834,1266,378,930,287,336,333
79,1026,898,1924,1277,445,986,304,336,370
79,2983,2986,5969,4406,760,3025,854,930,1345
79,3051,3018,6069,4535,774,3059,916,966,1437
79,3106,3152,6258,4766,752,3263,972,1016,1519
80,1634,1481,3115,2628,84,1436,455,583,793
80,1647,1448,3095,2656,75,1460,461,603,797
80,1654,1588,3242,2813,80,1542,470,656,882
80,9193,8229,17422,13092,2458,9511,2443,2797,4444
80,9363,8120,17483,13067,2520,9453,2490,2822,4442
80,9750,9024,18774,14311,2614,10360,2798,3166,5116
81,308,287,595,431,75,267,80,85,148
81,316,346,662,491,93,291,103,117,180
81,320,298,618,443,81,276,73,97,146
81,584,572,1156,912,108,569,178,179,296
81,603,561,1164,923,114,560,173,202,303
81,603,580,1183,920,126,571,170,194,327
81,827,902,1729,1374,180,913,237,225,450
81,828,819,1647,1277,212,834,214,210,445
81,850,946,1796,1389,195,936,287,254,480
81,854,855,1709,1313,215,835,244,240,473
81,910,972,1882,1468,213,954,253,263,485
81,912,890,1802,1414,213,923,261,236,481
81,2269,2436,4705,3654,461,2205,671,772,1264
81,2281,2496,4777,3665,440,2239,687,760,1302
81,2371,2568,4939,3903,437,2440,771,816,1351
81,2701,2890,5591,4019,746,2716,771,909,1530
81,2775,2951,5726,4073,753,2782,802,886,1556
81,2778,2948,5726,4222,738,2882,860,942,1556
82,1327,1101,2428,1032,1201,1401,366,325,675
82,1337,1110,2447,992,1309,1445,330,317,665
82,1515,1261,2776,1061,1596,1648,348,392,856
82,3634,3815,7449,5241,1419,3951,1065,1112,2076
82,3788,4086,7874,5572,1527,4290,1175,1207,2251
82,3822,3941,7763,5383,1499,4013,1063,1204,2196
83,442,510,952,748,111,475,138,140,302
83,475,502,977,757,132,514,152,126,304
83,480,539,1019,769,132,510,145,139,294
83,518,667,1185,938,102,600,176,154,368
83,545,671,1216,963,104,620,163,166,372
83,546,677,1223,970,101,593,186,184,379
83,987,1069,2056,1620,113,978,251,285,569
83,1046,1083,2129,1646,109,987,296,315,564
83,1050,1092,2142,1746,122,1058,284,313,604
83,1076,1104,2180,1714,250,1156,321,327,632
83,1084,1167,2251,1737,244,1152,358,352,647
83,1093,1134,2227,1711,259,1156,307,336,634
83,2112,2231,4343,3333,470,2125,605,662,1264
83,2192,2282,4474,3425,464,2199,636,673,1258
83,2253,2375,4628,3538,467,2305,691,709,1343
83,2813,3030,5843,4667,479,2865,745,830,1727
83,2876,3069,5945,4821,474,2960,818,838,1752
83,3024,3190,6214,5044,494,3181,753,884,1818
83,3184,3262,6446,4806,827,3123,914,877,1935
83,3283,3442,6725,5324,628,3366,965,1004,1890
83,3334,3305,6639,4970,788,3193,992,882,2031
83,3375,3299,6674,5097,852,3368,857,887,2009
83,3469,3568,7037,5523,655,3482,1026,1101,1956
83,3477,3628,7105,5748,644,3665,1032,1083,2058
83,8741,8663,17404,13161,2187,8882,2422,2435,4744
83,8923,8798,17721,13389,2221,9024,2615,2587,4898
83,9357,9085,18442,14189,2308,9713,2823,2640,5107
84,612,588,1200,894,185,587,190,183,289
84,633,586,1219,902,190,594,163,175,298
84,648,613,1261,937,193,624,170,194,303
84,673,874,1547,1155,172,748,222,234,419
84,689,859,1548,1227,167,751,243,288,465
84,727,884,1611,1201,201,782,226,242,455
84,747,757,1504,1128,235,781,204,214,444
84,798,739,1537,1167,248,830,234,210,455
84,799,773,1572,1175,241,784,214,216,442
84,949,937,1886,1333,366,925,281,279,505
84,982,962,1944,1422,380,1016,286,311,553
84,987,984,1971,1350,390,946,260,291,523
84,1093,1180,2273,1759,265,1155,333,281,624
84,1098,1214,2312,1785,205,1128,338,354,631
84,1106,1213,2319,1831,207,1177,345,363,659
84,1109,1056,2165,1560,385,1144,340,327,612
84,1119,1080,2199,1669,338,1193,352,331,630
84,1120,1239,2359,1858,281,1257,370,297,696
84,1138,1200,2338,1817,264,1157,324,307,667
84,1182,1028,2210,1611,376,1165,315,329,591
84,1189,1293,2482,1946,198,1231,394,391,666
84,1218,1286,2504,1947,339,1350,363,412,721
84,1258,1301,2559,1981,322,1358,370,410,730
84,1263,1292,2555,2006,340,1380,406,447,738
84,1870,2044,3914,2833,709,2033,551,545,1138
84,1951,2022,3973,3026,703,2144,637,611,1187
84,1961,2103,4064,2933,745,2110,623,572,1179
84,2305,2114,4419,2598,1458,2354,674,627,1221
84,2310,2189,4499,2754,1423,2432,701,672,1295
84,2356,2209,4565,2632,1519,2419,650,644,1242
84,2358,2164,4522,2927,1095,2325,691,654,1199
84,2400,2177,4577,3082,1120,2455,730,669,1310
84,2464,2221,4685,3032,1120,2453,664,635,1270
84,7778,6881,14659,9852,3447,8099,2206,1962,4158
84,8016,6936,14952,10161,3477,8352,2283,2097,4303
84,8225,7152,15377,10254,3554,8423,2214,2003,4317
85,742,737,1479,1192,113,690,207,250,361
85,748,770,1518,1242,100,744,226,225,389
85,781,710,1491,1210,100,679,209,251,328
85,3238,3397,6635,4946,936,3450,1037,1123,1639
85,3243,3380,6623,4817,1016,3374,947,1104,1653
85,3425,3362,6787,4880,1108,3444,962,1147,1619
86,1687,1726,3413,2600,430,1684,501,581,830
86,1736,1742,3478,2743,414,1715,542,609,858
86,1813,1747,3560,2741,460,1731,567,645,864
86,4638,4495,9133,6427,1470,4914,1295,1608,2106
86,4834,4667,9501,6697,1529,5056,1402,1755,2268
86,4860,4647,9507,6851,1481,5202,1422,1710,2267
86,4876,4794,9670,6838,1510,5170,1352,1700,2241
86,5027,4970,9997,7105,1561,5408,1418,1742,2321
86,5078,4984,10062,7150,1569,5334,1477,1848,2394
86,5093,4970,10063,7298,1514,5488,1503,1791,2405
86,5271,5149,10420,7399,1636,5565,1532,1911,2500
86,5319,5160,10479,7635,1574,5728,1586,1894,2489
87,7210,7010,14220,9325,3172,7502,2089,2380,3682
87,7576,7174,14750,9591,3298,7617,2095,2523,3846
87,7594,7383,14977,9991,3265,8190,2313,2479,3997
88,462,460,922,737,61,417,141,132,235
88,470,472,942,743,79,406,126,159,263
88,484,477,961,750,81,444,141,128,253
88,501,512,1013,816,52,499,168,143,278
88,507,538,1045,863,46,518,146,155,297
88,522,512,1034,855,54,526,144,140,284
88,1357,1244,2601,2134,237,1324,344,416,712
88,1396,1207,2603,2068,266,1299,354,397,658
88,1402,1260,2662,2109,257,1302,371,412,674
88,1961,1749,3710,2780,400,1826,504,537,975
88,2027,1817,3844,2988,387,1938,557,586,1056
88,2098,1828,3926,2940,445,1924,551,607,1033
89,427,403,830,628,133,417,138,179,195
89,427,410,837,629,117,422,150,162,205
89,445,425,870,638,158,464,158,159,222
89,538,509,1047,774,201,566,170,160,290
89,549,527,1076,766,222,566,168,168,278
89,585,530,1115,783,233,586,161,171,266
89,1626,1711,3337,2371,674,1851,546,527,898
89,1632,1654,3286,2263,709,1818,535,489,921
89,1708,1651,3359,2371,699,1868,546,541,895
89,1843,1828,3671,2710,559,1860,551,593,929
89,1849,1911,3760,2838,521,1949,525,604,918
89,1917,1828,3745,2803,575,1876,615,659,860
90,471,471,942,756,86,484,155,137,258
90,486,474,960,763,82,496,158,144,249
90,509,488,997,786,101,533,154,154,250
90,3078,2789,5867,4266,966,3190,930,862,1583
90,3126,2757,5883,4249,1064,3185,922,890,1574
90,3302,2998,6300,4614,1015,3409,1002,927,1695
90,3329,2982,6311,4590,1115,3396,989,962,1697
90,3552,2824,6376,4464,1185,3374,1076,1002,1609
90,3767,3069,6836,4813,1233,3589,1144,1086,1734
91,210,265,475,333,107,281,83,66,151
91,211,270,481,335,104,261,88,82,156
91,223,315,538,350,137,291,87,85,182
