code departement,ABCDE_H,ABCDE_F,ABCDE,ABC_FR,ABC_E,ABC_2649,ABC_DUR2,ABC_25,A_F
47,965,1025,1990,1412,338,1000,275,285,540
47,978,1045,2023,1489,343,1034,300,332,550
47,1363,1453,2816,2043,437,1389,403,429,731
47,1383,1467,2850,2082,421,1371,424,453,763
47,1461,1443,2904,2088,490,1415,386,443,762
47,2267,2292,4559,3162,854,2410,702,741,1174
47,2307,2205,4512,2983,967,2360,674,713,1118
47,2477,2237,4714,3116,1025,2441,679,734,1159
49,870,1068,1938,1480,249,1000,259,304,508
49,907,1056,1963,1576,213,1018,322,342,542
49,928,1084,2012,1516,281,1035,291,346,525
49,1764,1794,3558,2805,321,1660,499,608,916
49,1793,1808,3601,2868,311,1699,525,625,957
49,1794,1826,3620,2889,318,1715,548,623,956
49,2640,2957,5597,4116,874,2885,782,931,1396
49,2741,3157,5898,4359,882,3019,858,999,1418
49,2787,3031,5818,4281,931,3005,896,990,1474
49,10212,11082,21294,15121,4151,11815,3170,3440,5920
49,10465,11233,21698,15511,4060,12180,3231,3481,6106
49,10555,11078,21633,15232,4421,11987,3024,3629,6147
50,464,432,896,744,68,451,117,156,226
50,480,426,906,747,66,442,143,177,201
50,488,431,919,781,56,461,110,192,201
50,520,489,1009,848,81,499,179,203,254
50,540,465,1005,835,68,487,138,209,233
50,540,501,1041,858,96,534,165,196,263
50,1015,944,1959,1514,214,1016,303,362,441
50,1046,1038,2084,1624,215,1108,313,374,520
50,1100,956,2056,1605,213,1089,299,359,431
50,3140,3715,6855,5697,446,3413,967,1198,1756
50,3324,3962,7286,6169,416,3760,1060,1240,1914
50,3386,3746,7132,5997,473,3664,1152,1235,1873
51,786,731,1517,1273,92,773,221,218,368
51,795,709,1504,1246,87,774,224,200,337
51,813,739,1552,1285,96,768,250,219,370
51,1434,1396,2830,2219,315,1520,387,426,698
51,1448,1466,2914,2327,316,1598,442,470,729
51,1526,1419,2945,2297,344,1577,434,448,725
51,2608,2385,4993,3956,536,2674,759,846,1232
51,2706,2467,5173,4091,506,2794,842,858,1306
51,2745,2403,5148,4003,560,2710,754,856,1270
51,11114,10312,21426,15702,3491,11971,3162,3080,5535
51,11506,10620,22126,16418,3468,12646,3264,3224,5725
51,11763,10630,22393,16267,3626,12278,3361,3319,5781
52,441,395,836,582,109,414,97,137,186
52,447,404,851,614,101,421,125,128,193
52,454,437,891,636,100,436,136,132,195
52,1052,1060,2112,1643,174,1015,333,336,503
52,1076,1049,2125,1683,188,1012,313,376,507
52,1083,1011,2094,1647,204,1036,314,347,487
52,1456,1409,2865,2342,217,1411,414,405,781
52,1509,1467,2976,2485,198,1512,385,387,810
52,1512,1414,2926,2366,235,1409,433,444,777
53,2788,2757,5545,3846,1021,3022,805,922,1279
53,2843,2683,5526,3821,1055,2943,847,948,1213
53,2981,2752,5733,3877,1194,3058,851,981,1313
54,233,198,431,298,94,231,66,55,124
54,240,218,458,331,99,280,76,44,139
54,244,224,468,315,113,246,72,67,143
54,340,308,648,554,40,350,101,92,167
54,349,314,663,538,58,338,103,108,180
54,349,334,683,580,49,366,96,95,188
54,358,351,709,592,57,358,103,115,192
54,365,320,685,557,54,347,93,118,180
54,373,328,701,601,45,392,113,97,174
54,401,438,839,657,95,428,108,127,236
54,410,428,838,641,93,433,101,116,227
54,422,430,852,686,90,466,141,131,218
54,427,479,906,697,104,463,127,129,262
54,455,411,866,712,86,476,119,137,234
54,467,449,916,713,97,474,112,134,248
54,534,395,929,596,260,516,154,111,253
54,543,398,941,623,253,528,156,120,242
54,545,384,929,581,279,513,153,101,250
54,566,506,1072,782,187,589,141,168,280
54,577,467,1044,734,189,543,147,159,245
54,603,499,1102,787,204,586,187,170,281
54,723,637,1360,933,238,712,218,181,353
54,742,648,1390,949,247,741,189,189,379
54,792,649,1441,976,263,790,195,170,369
54,800,718,1518,1197,163,808,255,244,384
54,809,749,1558,1236,166,801,239,276,391
54,822,707,1529,1196,147,777,214,239,373
54,857,871,1728,1399,140,856,243,294,463
54,896,729,1625,1121,349,925,284,174,453
54,907,879,1786,1402,136,849,263,278,417
54,914,731,1645,1148,376,948,233,209,442
54,920,892,1812,1387,149,880,264,260,460
54,952,737,1689,1148,404,935,331,212,490
54,1155,1060,2215,1896,112,1115,304,367,605
54,1174,1081,2255,1889,130,1131,310,372,597
54,1189,1115,2304,1915,139,1172,331,355,628
54,1350,1181,2531,1766,430,1329,374,341,662
54,1376,1195,2571,1782,454,1397,354,332,679
54,1441,1216,2657,1829,474,1471,368,307,692
54,6502,5257,11759,8704,1604,6386,1724,1788,2859
54,6547,5379,11926,8937,1640,6673,1606,1745,2990
54,6746,5376,12122,9043,1651,6508,1755,1961,3000
54,6790,5590,12380,9291,1570,6684,1781,1886,3029
54,6837,5694,12531,9574,1608,7016,1715,1870,3131
54,7057,5738,12795,9672,1645,6833,1879,2080,3189
54,7444,6010,13454,9775,2041,7286,1977,2059,3317
54,7467,6114,13581,9993,2101,7610,1906,1976,3409
54,7749,6150,13899,10144,2157,7504,2048,2190,3437
55,836,706,1542,1187,126,729,196,187,362
55,892,718,1610,1260,143,777,218,218,369
55,931,753,1684,1320,136,843,234,230,395
55,1051,961,2012,1574,122,951,278,314,520
55,1084,970,2054,1604,117,913,260,341,529
55,1105,969,2074,1629,107,982,263,335,525
56,691,811,1502,1267,67,799,220,239,395
56,714,803,1517,1266,66,778,218,240,343
56,737,828,1565,1307,67,824,206,223,422
56,748,857,1605,1373,63,861,239,255,408
56,779,855,1634,1362,65,835,217,234,423
56,793,894,1687,1439,71,900,245,252,426
56,1127,1277,2404,1974,158,1198,343,380,560
56,1188,1257,2445,2019,167,1228,352,376,582
56,1237,1398,2635,2195,174,1352,405,440,629
56,2707,2897,5604,4356,646,2964,815,768,1405
56,2830,2874,5704,4412,627,2941,879,827,1425
56,2847,2967,5814,4565,672,3106,866,856,1474
56,3402,3432,6834,5173,776,3474,991,1032,1641
56,3556,3518,7074,5338,808,3536,1047,1064,1723
56,3767,3660,7427,5725,794,3902,1111,1143,1781
57,305,386,691,558,58,350,114,99,202
57,316,381,697,552,66,359,100,87,191
57,361,299,660,541,52,332,118,94,157
57,362,358,720,590,82,385,110,124,173
57,369,297,666,569,44,335,115,99,165
57,369,403,772,623,85,446,136,90,228
57,375,325,700,555,54,344,115,112,179
57,375,349,724,595,69,381,100,110,179
57,379,373,752,601,81,410,114,101,179
57,424,389,813,581,158,459,122,92,235
57,442,408,850,623,139,468,140,109,239
57,473,402,875,623,182,498,124,102,228
57,551,415,966,691,127,502,123,104,236
57,552,421,973,736,136,523,137,120,267
57,559,455,1014,748,140,539,155,111,289
57,636,684,1320,1016,139,650,217,240,393
57,644,671,1315,972,130,612,193,238,352
57,644,676,1320,1033,135,660,209,241,362
57,696,756,1452,1078,196,749,207,206,402
57,729,765,1494,1249,141,814,208,225,420
57,742,789,1531,1136,212,794,252,217,424
57,761,728,1489,1235,143,803,227,229,396
57,776,843,1619,1200,243,847,278,239,489
57,781,733,1514,1135,221,806,223,192,411
57,805,755,1560,1302,160,843,234,242,419
57,805,783,1588,1211,222,865,231,203,473
57,841,769,1610,1215,252,903,262,176,459
57,902,890,1792,1478,177,979,297,257,467
57,910,884,1794,1422,228,969,290,254,470
57,968,931,1899,1490,287,1064,312,284,531
57,1211,1042,2253,1786,240,1159,357,322,581
57,1247,1165,2412,1880,246,1227,349,363,657
57,1276,1054,2330,1788,305,1145,353,346,598
57,1281,1047,2328,1854,253,1201,376,345,633
57,1321,1152,2473,1934,293,1293,368,332,637
57,1332,1124,2456,1890,329,1232,394,354,661
57,1579,1511,3090,2169,614,1603,445,420,974
57,1590,1430,3020,2022,621,1517,478,390,932
57,1705,1491,3196,2181,702,1678,487,418,1033
57,1982,1951,3933,2897,604,2102,603,434,1116
57,2001,1939,3940,2971,593,2173,641,444,1109
57,2079,2078,4157,3104,659,2254,722,492,1230
57,7329,6379,13708,9434,2736,7723,2007,1701,3512
57,7497,6704,14201,10012,2701,8005,2070,1919,3854
57,7779,6675,14454,10116,2945,8218,2231,1947,3928
57,8446,7256,15702,10821,3184,8897,2315,1930,4017
57,8645,7608,16253,11455,3126,9180,2376,2158,4407
57,8914,7613,16527,11597,3371,9421,2527,2202,4480
58,384,485,869,710,68,386,108,143,231
58,408,457,865,707,65,390,120,125,234
58,424,483,907,725,54,401,129,145,236
58,1646,1494,3140,2323,451,1594,484,514,769
58,1681,1514,3195,2384,450,1663,486,523,755
58,1740,1495,3235,2349,469,1600,505,540,754
59,173,206,379,,,191,56,66,106
59,175,198,373,309,6,172,40,68,99
59,199,206,405,,,185,60,92,109
59,277,322,599,506,13,303,85,108,172
59,281,308,589,492,10,272,91,113,160
59,289,251,540,480,11,288,74,99,128
59,289,322,611,496,11,281,83,111,163
59,291,255,546,483,13,288,65,93,124
59,303,255,558,506,11,307,95,98,137
59,316,269,585,531,13,293,90,97,164
59,319,284,603,506,35,328,81,97,137
59,337,271,608,536,18,293,86,104,166
59,337,274,611,529,17,288,83,93,144
59,340,348,688,576,24,339,77,147,213
59,341,340,681,552,21,316,98,144,203
59,346,304,650,562,38,388,91,89,157
59,347,393,740,641,14,353,114,133,205
59,359,313,672,571,37,386,96,105,166
59,362,399,761,669,11,385,102,124,201
59,370,405,775,679,18,406,108,131,221
59,378,359,737,620,27,373,110,134,220
59,450,434,884,740,57,453,127,162,263
59,461,439,900,763,26,446,125,185,232
59,465,424,889,737,66,471,113,147,266
59,469,396,865,724,72,482,106,137,269
59,484,442,926,796,30,478,122,187,255
59,485,466,951,829,52,509,142,175,294
59,493,457,950,819,28,515,146,180,263
59,502,390,892,738,78,484,120,147,246
59,506,407,913,775,73,525,139,156,269
59,541,468,1009,862,52,511,157,211,233
59,541,613,1154,959,66,592,139,191,343
59,546,633,1179,977,81,582,152,203,380
59,554,473,1027,864,39,525,155,176,280
59,557,465,1022,858,35,528,142,160,275
59,574,499,1073,932,42,573,157,188,299
59,574,524,1098,933,51,565,147,211,241
59,575,475,1050,900,59,549,138,199,239
59,581,484,1065,913,50,527,141,240,244
59,583,644,1227,1036,58,636,177,196,368
59,622,570,1192,1019,62,648,177,212,291
59,627,544,1171,1015,45,613,179,188,299
59,634,647,1281,,,672,175,228,364
59,635,562,1197,1018,42,613,179,200,316
59,644,508,1152,866,159,589,158,213,341
59,645,557,1202,1036,59,660,170,210,279
59,646,459,1105,842,156,581,160,200,313
59,654,542,1196,1036,60,618,168,250,278
59,658,632,1290,,,673,195,247,378
59,658,658,1316,1133,48,668,192,253,374
59,663,568,1231,1084,45,645,194,219,327
59,667,555,1222,1069,70,663,168,256,313
59,673,554,1227,1064,66,626,179,270,281
59,680,683,1363,1188,46,718,189,262,395
59,681,498,1179,916,182,662,202,208,362
59,688,686,1374,1196,37,727,194,268,397
59,700,615,1315,1121,72,700,176,227,337
59,707,692,1399,1237,38,754,214,289,402
59,722,652,1374,,,664,185,266,353
59,727,616,1343,1208,25,680,195,257,345
59,735,587,1322,1062,69,673,186,215,310
59,750,690,1440,1243,37,734,199,284,360
59,751,617,1368,,,683,188,269,342
59,770,616,1386,1127,77,746,198,233,333
59,775,697,1472,1279,43,766,187,280,379
59,778,749,1527,1183,135,810,223,232,480
59,779,751,1530,1322,78,848,217,242,445
59,782,557,1339,1119,68,698,158,223,346
59,785,687,1472,1168,158,862,204,210,389
59,796,574,1370,1169,62,712,226,236,364
59,796,712,1508,1325,39,822,241,278,400
59,796,784,1580,1378,82,853,183,273,467
59,802,685,1487,1153,161,841,185,230,371
59,807,727,1534,1242,133,849,225,249,453
59,808,768,1576,1340,90,846,209,256,432
59,808,796,1604,1291,137,879,218,260,529
59,810,628,1438,1222,86,740,193,256,419
59,840,844,1684,1515,39,850,226,328,457
59,841,847,1688,1446,59,870,256,275,459
59,849,741,1590,1282,158,933,223,243,424
59,863,853,1716,1525,49,876,236,335,481
59,868,793,1661,1442,73,830,233,337,395
59,868,851,1719,1543,31,865,247,355,480
59,887,801,1688,1477,73,847,227,335,380
59,893,889,1782,1539,60,945,263,289,485
59,913,933,1846,1577,53,904,233,360,515
59,914,817,1731,1504,67,879,228,310,473
59,921,815,1736,1508,74,852,248,363,409
59,928,856,1784,1566,60,914,222,330,494
59,938,972,1910,1700,32,1021,252,376,531
59,942,906,1848,1666,46,984,265,330,547
59,988,1033,2021,1661,46,983,291,321,467
59,992,922,1914,1706,35,1001,286,399,497
59,1005,993,1998,1804,42,1049,305,440,549
59,1007,929,1936,1620,47,921,275,345,591
59,1010,1074,2084,1713,47,966,290,363,478
59,1013,972,1985,1626,39,924,259,343,605
59,1027,1032,2059,1746,53,994,322,372,482
59,1084,1000,2084,1770,143,1107,315,421,641
59,1089,1070,2159,1674,174,1156,275,261,539
59,1095,972,2067,1801,44,1044,297,367,646
59,1098,1128,2226,1808,193,1239,335,286,595
59,1103,1000,2103,1733,152,1113,327,399,625
59,1120,1107,2227,1653,201,1141,300,262,556
59,1128,1002,2130,1601,310,1222,278,275,543
59,1135,979,2114,1729,142,1091,272,393,627
59,1141,1280,2421,2109,52,1172,345,466,637
59,1147,1019,2166,1674,312,1273,317,283,591
59,1149,1170,2319,2055,48,1260,347,387,730
59,1166,1140,2306,2012,44,1240,311,368,682
59,1174,1080,2254,1647,361,1309,331,276,586
59,1182,1082,2264,1943,82,1169,301,387,671
59,1182,1172,2354,2093,51,1269,297,412,706
59,1194,1107,2301,1970,114,1170,297,465,621
59,1210,1104,2314,1997,105,1210,317,435,695
59,1211,1112,2323,2022,84,1220,342,412,729
59,1214,1186,2400,2095,114,1272,370,480,665
59,1218,1296,2514,2201,65,1270,341,498,639
59,1225,1144,2369,1984,138,1197,327,434,709
59,1244,1289,2533,2202,49,1256,334,457,665
59,1270,1213,2483,,,,,,
59,1271,1185,2456,,,1277,328,437,
59,1275,1153,2428,2064,135,1274,328,417,715
59,1288,1170,2458,2182,106,1273,394,529,648
59,1295,1248,2543,,,1302,370,520,723
59,1295,1315,2610,1952,363,1464,387,387,717
59,1297,1254,2551,,,1364,368,447,
59,1298,1234,2532,,,1292,344,502,722
59,1298,1255,2553,,,1369,400,511,737
59,1304,1199,2503,2173,136,1319,402,464,801
59,1336,1358,2694,1993,349,1493,423,405,731
59,1397,1391,2788,2133,375,1597,382,438,760
59,1530,1600,3130,2486,227,1681,451,338,837
59,1564,1658,3222,2642,237,1794,468,401,882
59,1566,1484,3050,2421,266,1695,444,513,754
59,1606,1642,3248,2577,240,1745,443,366,841
59,1613,1520,3133,2592,279,1796,506,566,826
59,1662,1515,3177,2510,296,1755,489,561,800
59,1668,1522,3190,2499,344,1774,417,530,913
59,1688,1520,3208,2560,326,1811,463,528,900
59,1773,1622,3395,2685,358,1970,510,527,960
59,2110,1938,4048,3509,142,2083,523,717,1165
59,2124,1921,4045,3501,172,2089,545,745,1168
59,2153,2018,4171,3688,130,2204,607,742,1276
59,2276,2152,4428,3751,200,2193,606,733,1202
59,2363,2108,4471,3866,186,2213,616,786,1209
59,2422,2252,4674,4057,214,2379,731,797,1271
59,2508,2531,5039,4052,449,2628,706,755,1341
59,2516,2469,4985,4025,403,2552,676,782,1293
59,2600,2695,5295,4341,414,2731,759,875,1457
59,2605,2198,4803,3553,556,2453,675,762,1415
59,2682,2198,4880,3719,572,2559,669,778,1462
59,2697,2286,4983,3874,601,2717,749,810,1565
59,3084,2660,5744,4851,400,3036,763,1077,1719
59,3103,2620,5723,4796,369,3076,818,1043,1672
59,3118,2628,5746,4773,379,3016,839,1052,1656
59,3175,2679,5854,4881,409,3170,821,996,1715
59,3200,2761,5961,5041,436,3171,757,1088,1791
59,3238,2710,5948,4917,432,3135,854,1040,1691
59,3305,2819,6124,5064,461,3243,815,1098,1553
59,3312,3223,6535,4700,1050,3594,890,842,1684
59,3324,3224,6548,4802,1055,3705,896,829,1775
59,3348,2891,6239,5140,493,3302,858,1167,1613
59,3397,2919,6316,5380,450,3448,975,1232,1651
59,3401,2923,6324,4963,622,3322,904,1074,1698
59,3425,3399,6824,5123,1088,3955,1008,903,1906
59,3580,2983,6563,5295,602,3597,975,1127,1795
59,3612,3125,6737,5607,483,3552,893,1224,1695
59,3624,2980,6604,5254,678,3525,925,1139,1775
59,3682,3149,6831,5674,485,3598,919,1238,1706
59,3696,3210,6906,5723,514,3638,953,1298,1755
59,3725,3244,6969,5952,471,3789,1079,1351,1814
59,3735,3219,6954,5769,516,3678,950,1307,1780
59,3805,3269,7074,6033,480,3833,1082,1385,1827
59,3890,3454,7344,5796,698,3867,1053,1228,1987
59,3959,3361,7320,6100,521,3861,983,1348,1831
59,4021,3445,7466,6204,559,3928,1037,1437,1894
59,4064,3474,7538,6449,520,4111,1143,1488,1964
59,4118,3536,7654,6127,764,4113,1076,1296,2118
59,4120,3580,7700,6234,707,4198,1134,1327,2158
59,4563,3886,8449,,,4321,1198,1421,2483
59,4686,3947,8633,,,4496,1174,1445,
59,4769,4072,8841,7110,924,4780,1372,1516,2778
59,5153,4468,9621,8070,635,5031,1280,1813,2452
59,5235,4631,9866,8299,673,5200,1407,1917,2559
59,5352,4644,9996,8631,626,5384,1537,2017,2612
59,5876,5594,11470,9361,762,5962,1550,1849,3168
59,6075,5633,11708,9670,794,6058,1674,1988,3197
59,6150,5659,11809,9801,713,6254,1676,1944,3227
59,6638,5885,12523,10254,949,6544,1778,2224,3531
59,6816,6080,12896,10825,907,6962,1939,2311,3785
59,6869,5926,12795,10479,1022,6724,1738,2266,3617
59,6994,6821,13815,10669,1908,7713,1967,1928,3969
59,7251,7083,14334,11080,1984,8010,2123,2077,4146
59,7514,7173,14687,11497,1987,8250,2170,2241,4285
59,9144,7081,16225,10936,3773,9025,2359,2189,4399
59,9438,7296,16734,11127,3838,9147,2448,2247,4393
59,9502,9352,18854,14721,2357,10341,2673,2683,5310
59,9701,7493,17194,11863,3942,9850,2675,2363,4895
59,9767,9552,19319,15105,2387,10562,2799,2859,5439
59,10114,9868,19982,15838,2401,10981,2929,3116,5742
59,10790,8779,19569,13656,4016,10704,2840,2702,5285
59,11150,8987,20137,13893,4096,10921,2900,2733,5262
59,11534,9305,20839,14898,4192,11724,3188,2943,5864
59,16508,14098,30606,21635,5511,17768,4206,4217,7979
59,17134,14487,31621,22021,5804,17954,4403,4536,8169
59,17190,14737,31927,23162,5624,18975,4700,4514,8452
59,18839,16445,35284,25202,6035,20319,4904,4893,9206
59,19470,16825,36295,25609,6350,20555,5076,5196,9421
59,19623,17157,36780,27002,6169,21740,5377,5246,9763
59,19720,17557,37277,27422,6297,20524,5346,5170,10325
59,20329,17941,38270,27947,6404,20836,5534,5393,10411
59,20944,18477,39421,29523,6519,22022,5939,5786,11213
59,21177,18613,39790,28394,6986,22968,5475,5415,10457
59,21822,18982,40804,28673,7272,23053,5690,5734,10521
59,22012,19486,41498,30375,7125,24501,6103,5795,11099
60,285,330,615,490,50,349,73,96,157
60,302,362,664,547,59,384,103,113,188
60,310,329,639,531,50,376,114,103,187
60,325,364,689,515,104,400,99,97,198
60,345,366,711,517,125,411,108,100,204
60,364,366,730,544,131,437,100,102,229
60,470,492,962,790,66,513,160,183,245
60,494,491,985,809,69,506,158,196,253
60,515,504,1019,826,69,508,153,204,238
60,603,654,1257,1044,127,688,198,208,308
60,632,653,1285,1060,124,678,204,226,315
60,647,674,1321,1073,156,714,191,225,321
60,670,723,1393,1109,174,758,190,233,415
60,700,753,1453,1157,187,787,233,252,438
60,701,718,1419,1173,160,784,233,240,434
60,798,903,1701,1199,314,856,256,287,502
60,855,959,1814,1276,331,925,279,292,534
60,863,933,1796,1252,339,924,288,297,531
60,968,929,1897,1403,295,1021,271,278,540
60,975,926,1901,1405,293,1045,272,272,518
60,1005,849,1854,1237,461,1027,298,267,522
60,1026,885,1911,1295,481,1098,314,287,571
60,1028,1008,2036,1501,320,1110,309,310,570
60,1030,831,1861,1263,450,1013,285,300,524
60,1323,1269,2592,1560,799,1481,412,383,762
60,1341,1227,2568,1592,782,1512,420,355,762
60,1410,1329,2739,1579,873,1565,420,391,801
60,2218,2162,4380,3054,838,2423,649,584,1133
60,2308,2277,4585,3310,824,2612,702,616,1238
60,2386,2239,4625,3240,864,2523,698,639,1204
60,2411,2013,4424,2667,1383,2607,696,628,1271
60,2551,2106,4657,2767,1449,2713,739,612,1292
60,2604,2194,4798,2930,1527,2890,834,688,1405
60,3664,3787,7451,5329,1368,3985,1096,1206,2181
60,3748,3826,7574,5446,1415,4072,1204,1242,2184
60,3777,3914,7691,5599,1360,4192,1144,1262,2214
61,441,468,909,695,133,487,142,150,258
61,449,450,899,687,117,456,130,152,236
61,460,430,890,683,116,470,160,138,222
61,772,708,1480,1188,122,771,231,230,345
61,796,739,1535,1255,114,804,269,258,378
61,799,654,1453,1160,123,730,224,233,344
61,1042,968,2010,1517,289,1026,286,366,512
61,1059,954,2013,1471,266,983,291,352,473
61,1067,949,2016,1524,270,1018,305,354,518
61,1628,1509,3137,2305,441,1589,479,539,827
61,1630,1528,3158,2304,443,1586,488,540,842
61,1665,1604,3269,2443,421,1670,551,555,910
62,218,266,484,415,6,228,56,98,112
62,225,230,455,,,227,73,78,107
62,229,270,499,,,254,59,95,124
62,232,226,458,402,9,235,64,75,112
62,233,241,474,,,239,65,87,119
62,240,273,513,448,5,266,52,87,127
62,318,333,651,578,5,319,90,123,163
62,327,349,676,586,5,318,95,137,157
62,338,333,671,,,318,102,135,174
62,348,404,752,635,37,388,96,118,190
62,363,422,785,661,37,406,108,134,217
62,364,429,793,672,35,409,110,123,210
62,432,532,964,856,9,505,138,165,254
62,454,462,916,790,29,499,125,148,211
62,459,565,1024,,,517,151,183,277
62,471,523,994,895,11,525,142,180,239
62,489,450,939,857,7,491,154,192,235
62,491,482,973,860,23,561,157,159,243
62,492,459,951,812,28,497,143,158,204
62,501,479,980,896,9,526,133,208,254
62,509,460,969,868,11,504,157,196,240
62,518,552,1070,942,26,530,135,202,246
62,535,459,994,860,58,526,128,161,250
62,538,569,1107,1000,14,590,156,190,323
62,549,525,1074,946,17,574,149,206,252
62,554,516,1070,934,25,572,151,188,258
62,557,606,1163,983,51,597,147,192,302
62,558,536,1094,993,15,574,147,232,273
62,561,563,1124,,,556,145,238,273
62,562,542,1104,971,32,542,140,207,250
62,571,608,1179,989,53,610,166,185,312
62,573,496,1069,952,25,600,147,194,256
62,573,573,1146,,,614,188,182,285
62,573,574,1147,,,606,167,187,283
62,576,549,1125,1015,29,608,155,205,261
62,580,559,1139,973,13,544,155,233,270
62,580,576,1156,1010,15,584,178,223,298
62,589,480,1069,944,59,595,142,182,265
62,591,447,1038,896,59,550,138,169,264
62,597,608,1205,1087,16,644,143,208,329
62,606,585,1191,990,22,542,146,237,258
62,614,586,1200,1021,15,565,185,244,268
62,614,591,1205,,,622,195,213,304
62,624,645,1269,1116,20,658,159,222,286
62,627,642,1269,1087,51,685,168,203,332
62,627,647,1274,,,677,182,223,299
62,649,659,1308,1167,11,639,209,255,342
62,651,626,1277,1097,11,620,175,277,329
62,659,589,1248,1069,14,619,181,248,304
62,669,594,1263,1142,14,657,205,240,316
62,673,674,1347,1221,14,707,200,267,351
62,674,674,1348,,,714,214,256,267
62,675,656,1331,1174,10,685,205,232,339
62,679,577,1256,1107,16,631,177,278,324
62,680,681,1361,1179,14,623,197,271,341
62,680,687,1367,,,715,203,289,360
62,688,651,1339,,,702,165,258,339
62,699,802,1501,,,780,184,285,398
62,702,632,1334,1147,22,614,151,281,318
62,724,670,1394,1241,18,750,199,242,367
62,727,705,1432,1260,16,678,267,276,384
62,734,804,1538,1378,19,799,209,270,416
62,747,794,1541,1340,11,776,215,254,357
62,764,816,1580,1372,10,775,208,282,378
62,768,875,1643,1463,15,835,246,332,443
62,776,726,1502,1314,50,798,236,299,353
62,779,707,1486,1322,42,786,227,312,339
62,779,800,1579,1432,14,825,222,354,418
62,781,767,1548,,,753,216,327,391
62,783,730,1513,,,749,220,294,367
62,784,775,1559,,,813,221,344,390
62,788,780,1568,,,748,206,336,406
62,790,808,1598,,,855,237,283,425
62,791,748,1539,,,746,216,309,385
62,803,721,1524,1347,20,785,214,303,356
62,808,718,1526,1344,46,793,218,304,343
62,808,721,1529,,,766,215,331,398
62,816,846,1662,,,886,246,362,448
62,821,711,1532,1338,19,788,217,307,348
62,826,742,1568,,,788,218,333,410
62,841,852,1693,1507,43,923,270,345,448
62,848,825,1673,1458,59,926,226,307,421
62,864,710,1574,1383,12,795,233,322,340
62,866,828,1694,1488,53,918,246,336,420
62,920,902,1822,1590,56,967,264,288,446
62,952,927,1879,1650,55,1003,265,310,491
62,1023,941,1964,1764,59,1097,308,331,498
62,1076,1058,2134,1902,58,1171,291,385,582
62,1100,1018,2118,1892,59,1131,298,447,526
62,1109,1103,2212,1980,47,1226,293,400,598
62,1163,968,2131,1814,109,1073,306,419,498
62,1181,942,2123,1817,117,1070,289,415,461
62,1202,993,2195,1856,116,1139,320,413,515
62,1212,960,2172,1805,127,1097,304,414,516
62,1216,1101,2317,2116,29,1229,375,469,575
62,1217,1124,2341,2093,62,1203,312,489,585
62,1218,1192,2410,2152,35,1264,341,498,606
62,1220,958,2178,1819,147,1107,309,443,525
62,1232,1120,2352,2082,63,1218,318,433,619
62,1237,1144,2381,2114,33,1229,375,477,617
62,1290,1038,2328,1939,126,1167,341,487,587
62,1300,1204,2504,2245,60,1316,333,478,655
62,1345,1300,2645,,,1333,343,551,686
62,1351,1282,2633,2332,26,1323,396,521,652
62,1385,1141,2526,2181,134,1296,342,510,619
62,1398,1118,2516,2147,128,1287,358,480,598
62,1421,1324,2745,,,1416,387,598,733
62,1422,1182,2604,2245,127,1367,380,522,636
62,1448,1419,2867,2521,91,1500,385,549,676
62,1479,1373,2852,2571,41,1465,383,588,775
62,1485,1414,2899,2535,93,1506,386,555,688
62,1527,1376,2903,2590,39,1443,397,622,741
62,1543,1454,2997,2664,97,1604,438,577,744
62,1553,1436,2989,2756,46,1625,458,620,845
62,1589,1528,3117,2550,151,1583,436,545,836
62,1683,1583,3266,2809,130,1716,475,663,782
62,1687,1598,3285,2821,129,1714,494,667,811
62,1694,1472,3166,2582,181,1629,430,558,837
62,1708,1573,3281,2803,155,1744,520,591,902
62,1728,1684,3412,,,1734,480,590,915
62,1763,1660,3423,3090,47,1772,466,711,930
62,1799,1601,3400,2973,128,1814,506,690,855
62,1823,1724,3547,3265,53,1931,539,733,995
62,1826,1659,3485,3098,47,1750,475,733,883
62,1830,1643,3473,,,1785,471,614,923
62,1867,1535,3402,2879,188,1732,502,656,800
62,1879,1745,3624,,,1931,575,643,989
62,1907,1495,3402,2898,204,1737,466,668,768
62,1912,1805,3717,3356,48,1911,514,789,1009
62,1921,1579,3500,2943,199,1834,510,665,825
62,1971,1792,3763,,,1901,513,813,954
62,2012,1889,3901,3578,56,2115,591,821,1081
62,2104,1762,3866,3383,127,2011,480,779,931
62,2114,1731,3845,3385,132,2014,580,767,929
62,2131,1729,3860,3348,116,1991,513,744,928
62,2222,2062,4284,3655,212,2176,595,848,1080
62,2225,2075,4300,3639,187,2191,576,785,1063
62,2289,2104,4393,3799,186,2325,630,889,1045
62,2300,2134,4434,3829,175,2333,649,903,1087
62,2404,2242,4646,3927,205,2371,672,888,1216
62,2437,2149,4586,4008,184,2469,669,909,1159
62,2449,1861,4310,3640,256,2230,669,857,1049
62,2499,1938,4437,3769,302,2336,643,876,1084
62,2533,1975,4508,3858,285,2376,636,929,1155
62,2596,2011,4607,3904,268,2395,722,913,1138
62,2626,2077,4703,3995,314,2471,682,917,1147
62,2678,2124,4802,4114,294,2536,688,983,1231
62,2949,2519,5468,4179,588,2961,747,823,1318
62,3036,2520,5556,4297,581,2985,748,876,1334
62,3134,2687,5821,4932,248,2932,825,1139,1438
